pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,2019/9/24,84.9,-3.4167,5.2686,Max Scherzer,664068,453286,null,ball,,,,,13,null,R,R,R,WSH,PHI,B,null,null,1,2,2019,-1.3825,0.0367,-1.7568,2.2381,null,null,null,0,4,Top,null,null,,,543228,,190925_001714,6.555,-123.3997,-0.8538,-15.2143,23.1836,-31.8648,3.4882,1.591,null,null,null,84.47,1700,5.947,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5525,null,null,null,null,null,null,null,27,4,Changeup,1,4,4,1,4,1,4,1,Standard,Standard
SL,2019/9/24,84.4,-3.5869,5.126,Max Scherzer,664068,453286,null,foul,,,,,8,null,R,R,R,WSH,PHI,S,null,null,1,1,2019,0.5173,-0.1077,-0.1903,1.5979,null,null,null,0,4,Top,null,null,,,543228,,190925_001649,6.8479,-122.7051,-1.6363,3.8787,23.3918,-33.1634,3.4307,1.6196,4,73.4,-22.8,84.085,2493,6.05,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4497,null,null,null,null,null,null,null,27,3,Slider,1,4,4,1,4,1,4,1,Standard,Standard
FF,2019/9/24,94.4,-3.3121,5.4149,Max Scherzer,664068,453286,null,swinging_strike,,,,,6,null,R,R,R,WSH,PHI,S,null,null,1,0,2019,-1.0859,1.1656,0.5308,2.825,null,null,null,0,4,Top,null,null,,,543228,,190925_001628,12.3692,-137.0134,-3.6252,-16.2624,28.3795,-16.9219,3.4882,1.677,null,null,null,94.369,2491,6.273,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.2263,null,null,null,null,null,null,null,27,2,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard
FF,2019/9/24,94.1,-3.2966,5.4407,Max Scherzer,664068,453286,null,ball,,,,,3,null,R,R,R,WSH,PHI,B,null,null,0,0,2019,-1.1689,1.1878,0.4788,3.3645,null,null,null,0,4,Top,null,null,,,543228,,190925_001612,12.2394,-136.3942,-2.2205,-17.092,29.6493,-17.255,3.517,1.6483,null,null,null,93.319,2474,6.019,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4808,null,null,null,null,null,null,null,27,1,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard
CH,2019/9/24,84.1,-3.4509,5.198,Max Scherzer,543543,453286,home_run,hit_into_play_score,,,,,7,Brad Miller homers (10) on a line drive to right center field.  ,R,L,R,WSH,PHI,X,null,line_drive,1,1,2019,-1.5018,0.3631,-0.5965,1.922,null,null,null,0,4,Top,170.83,37.26,,,543228,,190925_001536,9.4693,-122.0698,-1.8915,-16.6577,23.2308,-28.4485,3.517,1.6483,396,106.8,17.9,83.531,1639,5.979,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5206,0.721,0.964,2,1,0,3,6,26,3,Changeup,1,3,3,1,3,1,3,1,Infield shift,Standard
CH,2019/9/24,82.2,-3.3785,5.3757,Max Scherzer,543543,453286,null,called_strike,,,,,1,null,R,L,R,WSH,PHI,S,null,null,1,0,2019,-1.3963,0.2377,-0.7431,3.1777,null,null,null,0,4,Top,null,null,,,543228,,190925_001507,8.5835,-119.318,1.0905,-14.8157,21.7942,-30.3365,3.517,1.6196,null,null,null,81.82,1411,6.056,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4434,null,null,null,null,null,null,null,26,2,Changeup,1,3,3,1,3,1,3,1,Infield shift,Standard
FF,2019/9/24,92.1,-3.2314,5.5817,Max Scherzer,543543,453286,null,ball,,,,,11,null,R,L,R,WSH,PHI,B,null,null,0,0,2019,-0.9518,1.2178,-0.3817,3.6603,null,null,null,0,4,Top,null,null,,,543228,,190925_001453,9.1166,-133.7519,-1.5785,-13.1179,28.9119,-17.8213,3.517,1.677,null,null,null,90.858,2437,5.651,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.8483,null,null,null,null,null,null,null,26,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shift,Standard
SL,2019/9/24,85.2,-3.5129,4.8985,Max Scherzer,516416,453286,field_out,hit_into_play,,,,,14,"Jean Segura grounds out, shortstop Trea Turner to first baseman Matt Adams.  ",R,R,R,WSH,PHI,X,6,ground_ball,1,2,2019,0.3634,0.035,0.0862,1.3415,null,null,null,2,3,Top,108.29,157.81,,,543228,,190924_235604,7.6896,-123.9423,-2.2082,2.477,20.4685,-31.6404,3.0856,1.5268,6,95.1,-13.9,85.323,2485,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4992,0.232,0.235,0,1,0,0,2,19,5,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,95.9,-3.2152,5.1429,Max Scherzer,516416,453286,null,foul,,,,,6,null,R,R,R,WSH,PHI,S,null,null,1,2,2019,-0.811,1.2992,0.4351,2.5707,null,null,null,2,3,Top,null,null,,,543228,,190924_235535,11.4484,-139.1722,-4.113,-12.9952,29.6013,-14.5879,3.0568,1.5268,null,null,null,95.868,2576,6.303,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.1963,null,null,null,null,null,null,null,19,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,86.4,-3.3659,5.0539,Max Scherzer,516416,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,0,2,2019,0.3109,0.1475,2.2179,1.109,null,null,null,2,3,Top,null,null,,,543228,,190924_235508,12.593,-125.3506,-3.4786,0.9901,22.741,-30.1929,3.0856,1.4763,null,null,null,86.233,2466,6.118,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.3812,null,null,null,null,null,null,null,19,3,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,86.4,-3.4217,5.0743,Max Scherzer,516416,453286,null,swinging_strike,,,,,14,null,R,R,R,WSH,PHI,S,null,null,0,1,2019,0.3756,0.2836,0.9944,2.0773,null,null,null,2,3,Top,null,null,,,543228,,190924_235446,9.6725,-125.4189,-1.4697,2.0312,24.4156,-29.161,3.1431,1.5268,null,null,null,85.734,2433,5.912,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5874,null,null,null,null,null,null,null,19,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
CU,2019/9/24,79.8,-3.1987,5.2679,Max Scherzer,516416,453286,null,called_strike,,,,,6,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,0.7418,-0.2004,0.6995,2.464,null,null,null,2,3,Top,null,null,,,543228,,190924_235428,7.1199,-115.8862,0.9199,5.2549,21.0243,-34.3508,3.1741,1.5623,null,null,null,78.885,2785,5.696,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.8033,null,null,null,null,null,null,null,19,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019/9/24,85.3,-3.33,5.2315,Max Scherzer,489149,453286,strikeout,swinging_strike,,,,,13,Logan Morrison strikes out swinging.  ,R,L,R,WSH,PHI,S,2,null,1,2,2019,-1.5586,0.0766,-0.5814,0.988,null,null,null,1,3,Top,null,null,,,543228,,190924_235343,9.6215,-123.9504,-3.8524,-18.0071,23.4999,-30.847,3.4307,1.5623,null,null,null,85.618,3383,6.456,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.0436,null,null,0,1,0,0,null,18,4,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019/9/24,84.1,-3.4004,5.222,Max Scherzer,489149,453286,null,foul,,,,,7,null,R,L,R,WSH,PHI,S,null,null,1,1,2019,-1.4943,0.0586,-0.6177,2.1159,null,null,null,1,3,Top,null,null,,,543228,,190924_235314,9.3185,-122.1661,-0.9232,-16.6167,23.2563,-31.6383,3.5458,1.7343,null,null,null,83.711,1425,6.053,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4464,null,null,null,null,null,null,null,18,3,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,94.3,-3.3715,5.3327,Max Scherzer,489149,453286,null,foul_tip,,,,,11,null,R,L,R,WSH,PHI,S,null,null,1,0,2019,-1.2179,1.315,-0.1276,3.8027,null,null,null,1,3,Top,null,null,,,543228,,190924_235255,11.0012,-136.8174,-1.1261,-17.5078,29.8324,-15.846,3.517,1.677,null,null,null,93.539,2612,5.978,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5219,null,null,null,null,null,null,null,18,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,94.3,-3.244,5.4215,Max Scherzer,489149,453286,null,ball,,,,,12,null,R,L,R,WSH,PHI,B,null,null,0,0,2019,-1.1589,1.2078,0.5213,4.5842,null,null,null,1,3,Top,null,null,,,543228,,190924_235238,12.2823,-136.8015,0.8707,-17.1335,29.4362,-17.4767,3.5458,1.677,null,null,null,93.929,2548,6.186,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.3139,null,null,null,null,null,null,null,18,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019/9/24,83.7,-3.3039,5.4222,Max Scherzer,514917,453286,field_out,hit_into_play,,,,,11,"Cesar Hernandez grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams.  ",R,L,R,WSH,PHI,X,4,ground_ball,0,0,2019,-1.5918,0.0683,-0.9074,2.6524,null,null,null,0,3,Top,147.41,151.21,,,543228,,190924_235204,8.5801,-121.5752,-0.1166,-17.2819,22.5707,-31.6958,3.3444,1.5623,65,82,3.6,83.394,1466,6.069,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4307,0.279,0.274,0,1,0,0,2,17,1,Changeup,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,85.8,-3.4792,5.1001,Max Scherzer,605400,453286,strikeout,called_strike,,,,,2,Aaron Nola called out on strikes.  ,R,R,R,WSH,PHI,S,2,null,2,2,2019,0.0891,0.1472,-0.1823,2.5943,null,null,null,2,2,Top,null,null,,,543228,,190924_233918,7.593,-124.7769,-0.0033,-0.4737,23.055,-30.8444,3.0856,1.3044,null,null,null,85.806,2292,6.144,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.3556,null,null,0,1,0,0,null,13,5,Slider,0,3,3,0,3,0,3,0,Standard,Strategic
FF,2019/9/24,94,-3.4266,5.025,Max Scherzer,605400,453286,null,foul,,,,,11,null,R,R,R,WSH,PHI,S,null,null,2,1,2019,-1.1127,1.2983,-1.018,2.3178,null,null,null,2,2,Top,null,null,,,543228,,190924_233854,8.6253,-136.5079,-4.1128,-15.6503,29.2109,-15.4097,3.2006,1.3903,292,77.8,33.6,93.554,2407,6.075,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4242,null,null,null,null,null,null,null,13,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,93.9,-3.3366,5.1914,Max Scherzer,605400,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,1,1,2019,-1.0906,1.1752,1.3248,1.4738,null,null,null,2,2,Top,null,null,,,543228,,190924_233833,14.5268,-135.9504,-6.5073,-16.7271,28.1904,-16.2338,3.0856,1.3617,null,null,null,94.24,1240,6.644,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,53.8555,null,null,null,null,null,null,null,13,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,94.2,-3.3528,5.1612,Max Scherzer,605400,453286,null,foul,,,,,5,null,R,R,R,WSH,PHI,S,null,null,1,0,2019,-1.1414,1.1767,-0.1314,2.1084,null,null,null,2,2,Top,null,null,,,543228,,190924_233810,10.7905,-136.6248,-4.7357,-16.535,30.1911,-16.7693,3.2006,1.3903,null,null,null,93.511,2452,6.072,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4273,null,null,null,null,null,null,null,13,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,93.5,-3.3583,5.2422,Max Scherzer,605400,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,0,0,2019,-1.0968,1.24,1.0316,2.134,null,null,null,2,2,Top,null,null,,,543228,,190924_233758,13.5906,-135.4227,-4.8791,-16.3291,29.4282,-16.2178,3.4307,1.5336,null,null,null,92.75,2422,6.091,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4084,null,null,null,null,null,null,null,13,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019/9/24,84.4,-3.3343,5.2526,Max Scherzer,595284,453286,strikeout,swinging_strike_blocked,,,,,13,Andrew Knapp strikes out swinging.  ,R,L,R,WSH,PHI,S,2,null,1,2,2019,-1.3489,0.0154,-0.5443,0.4223,null,null,null,1,2,Top,null,null,,,543228,,190924_233728,9.0958,-122.5706,-4.8771,-15.2441,23.2589,-31.312,3.1718,1.4763,null,null,null,84.087,1555,6.105,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.395,null,null,0,1,0,0,null,12,8,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FC,2019/9/24,88.9,-3.3713,5.2136,Max Scherzer,595284,453286,null,foul,,,,,5,null,R,L,R,WSH,PHI,S,null,null,1,2,2019,0.3037,0.4024,0.0775,2.6112,null,null,null,1,2,Top,null,null,,,543228,,190924_233700,7.812,-129.25,-1.1717,1.7943,26.5794,-27.6408,3.1718,1.4477,56,95.3,0.8,88.899,2429,6.307,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.1926,null,null,null,null,null,null,null,12,7,Cutter,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019/9/24,84.5,-3.2637,5.3446,Max Scherzer,595284,453286,null,foul,,,,,13,null,R,L,R,WSH,PHI,S,null,null,1,2,2019,-1.4243,0.3245,-1.1076,1.934,null,null,null,1,2,Top,null,null,,,543228,,190924_233615,7.7903,-122.8287,-2.2414,-15.8004,22.8179,-28.7011,3.2293,1.5336,4,63.8,-26.8,84.328,1546,6.097,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4026,null,null,null,null,null,null,null,12,6,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,95,-3.2663,5.3429,Max Scherzer,595284,453286,null,foul,,,,,12,null,R,L,R,WSH,PHI,S,null,null,1,2,2019,-1.0167,1.0908,0.0078,3.3969,null,null,null,1,2,Top,null,null,,,543228,,190924_233549,10.7291,-137.9203,-1.82,-15.1686,30.117,-18.2461,3.2293,1.5336,207,73.8,43.7,94.326,2331,5.982,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5172,null,null,null,null,null,null,null,12,5,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,95.2,-3.2035,5.4568,Max Scherzer,595284,453286,null,foul,,,,,2,null,R,L,R,WSH,PHI,S,null,null,1,2,2019,-1.2698,1.1294,-0.0395,2.9543,null,null,null,1,2,Top,null,null,,,543228,,190924_233526,11.0275,-138.1161,-3.3915,-18.4698,29.3805,-17.3323,3.2293,1.591,221,80.8,52.8,94.648,2473,6.033,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4665,null,null,null,null,null,null,null,12,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,94.8,-3.256,5.3212,Max Scherzer,595284,453286,null,called_strike,,,,,5,null,R,L,R,WSH,PHI,S,null,null,1,1,2019,-1.1237,1.1901,0.2438,2.3447,null,null,null,1,2,Top,null,null,,,543228,,190924_233455,11.5247,-137.4753,-4.6993,-16.5276,28.1681,-16.4211,3.234,1.5336,null,null,null,94.32,2457,6.029,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4704,null,null,null,null,null,null,null,12,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CU,2019/9/24,81,-3.2655,5.4348,Max Scherzer,595284,453286,null,called_strike,,,,,2,null,R,L,R,WSH,PHI,S,null,null,1,0,2019,0.8619,-0.3137,0.2752,2.9238,null,null,null,1,2,Top,null,null,,,543228,,190924_233433,6.2433,-117.7577,1.5854,6.8169,21.3323,-35.5757,3.2293,1.5568,null,null,null,80.657,2755,6.003,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4962,null,null,null,null,null,null,null,12,2,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard
CU,2019/9/24,79.7,-3.2987,5.44,Max Scherzer,595284,453286,null,ball,,,,,11,null,R,L,R,WSH,PHI,B,null,null,0,0,2019,0.9037,-0.3733,-1.1668,2.3457,null,null,null,1,2,Top,null,null,,,543228,,190924_233413,2.9979,-116.0403,0.5553,7.5352,19.9375,-35.8192,3.1718,1.4763,null,null,null,79.273,2745,5.778,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.7213,null,null,null,null,null,null,null,12,1,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard
SL,2019/9/24,85.8,-3.3371,5.11,Max Scherzer,596748,453286,field_out,hit_into_play,,,,,14,Maikel Franco lines out to shortstop Trea Turner.  ,R,R,R,WSH,PHI,X,6,line_drive,2,2,2019,0.4467,0.17,0.9945,1.5901,null,null,null,0,2,Top,102.2,147.34,,,543228,,190924_233336,9.309,-124.7517,-2.4369,2.9433,22.9036,-30.164,3.2006,1.4763,165,69.8,13.5,85.733,2545,6.095,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4041,0.387,0.354,0,1,0,0,2,11,5,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,94.9,-3.3682,5.2029,Max Scherzer,596748,453286,null,called_strike,,,,,9,null,R,R,R,WSH,PHI,S,null,null,2,1,2019,-1.2053,1.1297,0.3034,1.4295,null,null,null,0,2,Top,null,null,,,543228,,190924_233311,12.2152,-137.6655,-6.6969,-17.8014,27.7774,-16.6518,3.2292,1.4762,null,null,null,94.772,2547,6.183,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.3164,null,null,null,null,null,null,null,11,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,93.2,-3.2631,5.3598,Max Scherzer,596748,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,1,1,2019,-1.3723,1.2454,1.3356,1.0367,null,null,null,0,2,Top,null,null,,,543228,,190924_233253,14.6665,-134.7769,-7.9352,-19.6952,27.9301,-15.6297,3.2867,1.5335,null,null,null,92.542,2485,6.138,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.3611,null,null,null,null,null,null,null,11,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,86.5,-3.5037,5.2522,Max Scherzer,596748,453286,null,swinging_strike,,,,,9,null,R,R,R,WSH,PHI,S,null,null,1,0,2019,0.1687,0.4047,0.6415,1.9566,null,null,null,0,2,Top,null,null,,,543228,,190924_233236,9.4607,-125.6449,-2.482,0.0673,22.6646,-27.6824,3.2867,1.5049,null,null,null,86.136,2444,5.911,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5884,null,null,null,null,null,null,null,11,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,85.7,-3.4083,5.2903,Max Scherzer,596748,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,0,0,2019,0.2723,0.421,0.7479,0.9743,null,null,null,0,2,Top,null,null,,,543228,,190924_233222,9.1964,-124.4451,-4.7175,1.003,24.2476,-27.1629,3.2867,1.5049,null,null,null,85.084,2428,5.941,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5586,null,null,null,null,null,null,null,11,1,Slider,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019/9/24,85.4,-3.2305,5.2701,Max Scherzer,656514,453286,strikeout,called_strike,,,,,7,Adam Haseley called out on strikes.  ,R,L,R,WSH,PHI,S,2,null,1,2,2019,-1.1698,0.2706,-0.4636,1.6478,null,null,null,2,1,Top,null,null,,,543228,,190924_231708,8.9342,-124.1857,-2.8955,-13.8473,20.4077,-28.9998,3.3442,1.6768,null,null,null,86.48,1613,6.618,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,53.8816,null,null,0,1,0,0,null,6,5,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FC,2019/9/24,90.7,-3.2414,5.2201,Max Scherzer,656514,453286,null,ball,,,,,14,null,R,L,R,WSH,PHI,B,null,null,0,2,2019,0.2151,0.6256,1.4218,0.7333,null,null,null,2,1,Top,null,null,,,543228,,190924_231646,11.215,-131.707,-6.693,0.4669,24.3305,-23.734,3.3154,1.6768,null,null,null,91.314,2386,6.485,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.0146,null,null,null,null,null,null,null,6,4,Cutter,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,95,-3.2908,5.3552,Max Scherzer,656514,453286,null,foul,,,,,3,null,R,L,R,WSH,PHI,S,null,null,0,2,2019,-1.0817,1.302,0.379,3.2417,null,null,null,2,1,Top,null,null,,,543228,,190924_231623,11.8837,-137.7739,-2.6982,-16.2126,30.2231,-15.4354,3.2867,1.7054,183,70.5,35,94.188,2498,5.973,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5268,null,null,null,null,null,null,null,6,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019/9/24,85.3,-3.2722,5.4183,Max Scherzer,656514,453286,null,swinging_strike,,,,,13,null,R,L,R,WSH,PHI,S,null,null,0,1,2019,-1.6066,0.5116,-0.1257,1.3319,null,null,null,2,1,Top,null,null,,,543228,,190924_231605,10.4291,-123.7365,-4.2585,-18.231,23.536,-26.4219,3.3154,1.5334,null,null,null,84.453,1696,5.805,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.6947,null,null,null,null,null,null,null,6,2,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/9/24,95,-3.2453,5.4232,Max Scherzer,656514,453286,null,swinging_strike,,,,,2,null,R,L,R,WSH,PHI,S,null,null,0,0,2019,-1.147,1.3324,-0.1012,2.8563,null,null,null,2,1,Top,null,null,,,543228,,190924_231549,10.6871,-137.8787,-3.9439,-16.8654,31.3306,-14.743,3.3154,1.7054,null,null,null,94.213,2461,6.023,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4764,null,null,null,null,null,null,null,6,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
SL,2019/9/24,85.3,-3.4495,5.091,Max Scherzer,664068,453286,strikeout,swinging_strike,,,,,8,Scott Kingery strikes out swinging.  ,R,R,R,WSH,PHI,S,2,null,0,2,2019,0.3731,0.2542,-0.0628,2.0691,null,null,null,1,1,Top,null,null,,,543228,,190924_231518,7.2182,-124.0979,-1.3179,2.4138,24.7423,-29.5003,3.4017,1.6194,null,null,null,85.368,2386,6.337,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.1628,null,null,0,1,0,0,null,5,3,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,85.9,-3.3324,5.2956,Max Scherzer,664068,453286,null,called_strike,,,,,5,null,R,R,R,WSH,PHI,S,null,null,0,1,2019,0.2214,-0.0949,-0.062,2.7868,null,null,null,1,1,Top,null,null,,,543228,,190924_231456,7.2453,-124.8812,0.5218,0.7798,25.8086,-33.5009,3.3835,1.5334,null,null,null,85.164,2411,5.923,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.576,null,null,null,null,null,null,null,5,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/9/24,86.2,-3.5057,5.1537,Max Scherzer,664068,453286,null,swinging_strike,,,,,9,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,0.1451,0.0336,0.6356,1.8061,null,null,null,1,1,Top,null,null,,,543228,,190924_231436,9.4547,-125.0781,-1.69,-0.5744,27.3198,-31.7166,3.3154,1.4761,null,null,null,85.085,2308,5.912,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5872,null,null,null,null,null,null,null,5,1,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/9/24,95.9,-3.3034,5.4772,Max Scherzer,543543,453286,home_run,hit_into_play_score,,,,,9,Brad Miller homers (9) on a fly ball to center field.   Logan Morrison scores.    Jean Segura scores.  ,R,L,R,WSH,PHI,X,null,fly_ball,0,1,2019,-1.0218,1.2486,0.3117,1.9976,null,489149,516416,1,1,Top,142.48,19.16,,,543228,,190924_231354,11.719,-139.0174,-6.3192,-15.5752,28.6564,-15.0048,3.3442,1.5907,426,104.8,23.2,95.332,2502,5.992,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5074,0.892,1.626,2,1,0,3,6,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019/9/24,95.5,-3.2354,5.5095,Max Scherzer,543543,453286,null,foul_tip,,,,,5,null,R,L,R,WSH,PHI,S,null,null,0,0,2019,-1.0885,1.4482,-0.2703,2.4292,null,489149,516416,1,1,Top,null,null,,,543228,,190924_231321,10.1194,-138.5891,-5.6304,-16.0371,29.742,-12.7454,3.488,1.6194,null,null,null,94.791,2518,5.938,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5612,null,null,null,null,null,null,null,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SL,2019/9/24,84.1,-3.4602,5.1055,Max Scherzer,516416,453286,single,hit_into_play_no_out,,,,,14,Jean Segura singles on a ground ball to third baseman Anthony Rendon.   Logan Morrison to 2nd.  ,R,R,R,WSH,PHI,X,5,ground_ball,0,2,2019,0.2533,0.2049,0.4455,1.032,null,null,489149,1,1,Top,98.13,172.03,,,543228,,190924_231228,8.5032,-122.292,-3.5115,1.0927,20.7323,-29.7304,3.1141,1.5048,null,90.3,-17.3,84.037,2457,5.975,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5243,0.16,0.16,0.9,1,1,0,2,3,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019/9/24,95.6,-3.2151,5.3401,Max Scherzer,516416,453286,null,foul,,,,,6,null,R,R,R,WSH,PHI,S,null,null,0,2,2019,-1.1752,1.2979,0.2778,2.3221,null,null,489149,1,1,Top,null,null,,,543228,,190924_231206,11.7066,-138.6396,-5.1657,-17.4895,29.0979,-14.7062,3.0854,1.4761,266,81.2,35.6,95,2470,5.993,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5069,null,null,null,null,null,null,null,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
